# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	without_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	541797	542555	-				amino acid ABC transporter ATP-binding protein			SPD_RS02850	759		pseudo
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	542832	545054	+					recJ		SPD_RS02855	2223		old_locus_tag=SPD_0532
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	542832	545054	+	WP_000632595.1	WP_000632595.1		single-stranded-DNA-specific exonuclease RecJ	recJ		SPD_RS02855	2223	740	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	545229	546890	+							SPD_RS02860	1662		old_locus_tag=SPD_0533
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	545229	546890	+	WP_000065637.1	WP_000065637.1		ribonuclease J			SPD_RS02860	1662	553	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	546959	547738	+							SPD_RS02865	780		old_locus_tag=SPD_0534
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	546959	547738	+	WP_000290025.1	WP_000290025.1		alpha/beta hydrolase			SPD_RS02865	780	259	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	547850	549070	+					murM		SPD_RS02870	1221		old_locus_tag=SPD_0535
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	547850	549070	+	WP_001819885.1	WP_001819885.1		peptidoglycan bridge formation alanyltransferase MurM	murM		SPD_RS02870	1221	406	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	549075	550307	+					murN		SPD_RS02875	1233		old_locus_tag=SPD_0536
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	549075	550307	+	WP_001229509.1	WP_001229509.1		peptidoglycan bridge formation alanyltransferase MurN	murN		SPD_RS02875	1233	410	
gene	pseudogene	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	550386	551082	+							SPD_RS02880	697		pseudo;old_locus_tag=SPD_0537
CDS	without_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	550386	551082	+				M57 family metalloprotease			SPD_RS02880	697		pseudo
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	551122	552966	+					uvrC		SPD_RS02885	1845		old_locus_tag=SPD_0538
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	551122	552966	+	WP_001061169.1	WP_001061169.1		excinuclease ABC subunit UvrC	uvrC		SPD_RS02885	1845	614	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	552956	553789	+							SPD_RS02890	834		old_locus_tag=SPD_0539
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	552956	553789	+	WP_001015782.1	WP_001015782.1		metallophosphoesterase family protein			SPD_RS02890	834	277	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	553971	554771	-							SPD_RS02895	801		old_locus_tag=SPD_0540
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	553971	554771	-	WP_000714633.1	WP_000714633.1		amino acid ABC transporter substrate-binding protein			SPD_RS02895	801	266	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	554942	555547	+							SPD_RS02900	606		old_locus_tag=SPD_0541
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	554942	555547	+	WP_000670172.1	WP_000670172.1		nitroreductase family protein			SPD_RS02900	606	201	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	555560	556960	+					pepV		SPD_RS02905	1401		old_locus_tag=SPD_0542
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	555560	556960	+	WP_000560281.1	WP_000560281.1		dipeptidase PepV	pepV		SPD_RS02905	1401	466	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	557014	557592	+							SPD_RS02910	579		old_locus_tag=SPD_0543
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	557014	557592	+	WP_000078140.1	WP_000078140.1		uracil-DNA glycosylase family protein			SPD_RS02910	579	192	
gene	pseudogene	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	557756	558043	+							SPD_RS11525	288		pseudo
CDS	without_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	557756	558043	+				rhodanese-like domain-containing protein			SPD_RS11525	288		pseudo
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	558214	559539	+					brnQ		SPD_RS02925	1326		old_locus_tag=SPD_0546
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	558214	559539	+	WP_001074655.1	WP_001074655.1		branched-chain amino acid transport system II carrier protein	brnQ		SPD_RS02925	1326	441	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	559743	560780	+							SPD_RS02930	1038		old_locus_tag=SPD_0547
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	559743	560780	+	WP_001077206.1	WP_001077206.1		M42 family metallopeptidase			SPD_RS02930	1038	345	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	560782	561252	+							SPD_RS02935	471		old_locus_tag=SPD_0548
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	560782	561252	+	WP_000335592.1	WP_000335592.1		HIT family protein			SPD_RS02935	471	156	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	561255	561971	+					ldcB		SPD_RS02940	717		old_locus_tag=SPD_0549
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	561255	561971	+	WP_000747772.1	WP_000747772.1		LD-carboxypeptidase LdcB/DacB	ldcB		SPD_RS02940	717	238	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	562011	562157	-							SPD_RS11020	147		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	562011	562157	-	WP_001828962.1	WP_001828962.1		hypothetical protein			SPD_RS11020	147	48	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	562280	562705	+					rplK		SPD_RS02945	426		old_locus_tag=SPD_0550
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	562280	562705	+	WP_001085809.1	WP_001085809.1		50S ribosomal protein L11	rplK		SPD_RS02945	426	141	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	562913	563602	+					rplA		SPD_RS02950	690		old_locus_tag=SPD_0551
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	562913	563602	+	WP_001085675.1	WP_001085675.1		50S ribosomal protein L1	rplA		SPD_RS02950	690	229	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	564194	564700	-							SPD_RS11530	507		old_locus_tag=SPD_0552
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	564194	564700	-	WP_000849983.1	WP_000849983.1		hypothetical protein			SPD_RS11530	507	168	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	564714	565076	+							SPD_RS02960	363		old_locus_tag=SPD_0553
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	564714	565076	+	WP_000895070.1	WP_000895070.1		protein-export chaperone SecB			SPD_RS02960	363	120	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	566120	567112	+							SPD_RS02970	993		old_locus_tag=SPD_0554
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	566120	567112	+	WP_001240806.1	WP_001240806.1		ABC transporter ATP-binding protein			SPD_RS02970	993	330	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	567114	567932	+							SPD_RS02975	819		old_locus_tag=SPD_0555
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	567114	567932	+	WP_000594189.1	WP_000594189.1		ABC transporter permease			SPD_RS02975	819	272	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	567934	568719	+							SPD_RS02980	786		old_locus_tag=SPD_0556
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	567934	568719	+	WP_000760712.1	WP_000760712.1		ABC transporter permease			SPD_RS02980	786	261	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	568817	569035	+							SPD_RS11990	219		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	568817	569035	+	WP_001814192.1	WP_001814192.1		hypothetical protein			SPD_RS11990	219	72	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	569020	569217	+							SPD_RS02990	198		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	569020	569217	+	WP_001818770.1	WP_001818770.1		hypothetical protein			SPD_RS02990	198	65	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	569493	569717	-							SPD_RS11535	225		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	569493	569717	-	WP_000693030.1	WP_000693030.1		hypothetical protein			SPD_RS11535	225	74	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	569949	576383	+							SPD_RS03010	6435		old_locus_tag=SPD_0558
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	569949	576383	+	WP_000750085.1	WP_000750085.1		S8 family serine peptidase			SPD_RS03010	6435	2144	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	577008	577484	+							SPD_RS03015	477		old_locus_tag=SPD_0559
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	577008	577484	+	WP_000242203.1	WP_000242203.1		PTS sugar transporter subunit IIA			SPD_RS03015	477	158	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	577522	577827	+							SPD_RS03020	306		old_locus_tag=SPD_0560
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	577522	577827	+	WP_000590563.1	WP_000590563.1		PTS sugar transporter subunit IIB			SPD_RS03020	306	101	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	577875	579350	+							SPD_RS03025	1476		old_locus_tag=SPD_0561
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	577875	579350	+	WP_000338723.1	WP_000338723.1		PTS galactitol transporter subunit IIC			SPD_RS03025	1476	491	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	579655	586341	+					bgaA		SPD_RS03035	6687		old_locus_tag=SPD_0562
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	579655	586341	+	WP_000515226.1	WP_000515226.1		LPXTG-anchored adhesin/beta-galactosidase BgaA	bgaA		SPD_RS03035	6687	2228	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	586589	586726	-							SPD_RS11540	138		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	586589	586726	-	WP_193129741.1	WP_193129741.1		transposase			SPD_RS11540	138	45	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	586723	587130	-							SPD_RS11545	408		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	586723	587130	-	WP_010976450.1	WP_010976450.1		hypothetical protein			SPD_RS11545	408	135	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	587198	587443	-							SPD_RS11550	246		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	587198	587443	-	WP_000547417.1	WP_000547417.1		transposase			SPD_RS11550	246	81	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	587655	588014	-							SPD_RS03055	360		old_locus_tag=SPD_0564
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	587655	588014	-	WP_000525408.1	WP_000525408.1		DUF3397 domain-containing protein			SPD_RS03055	360	119	
gene	pseudogene	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	588106	589062	+							SPD_RS03060	957		pseudo
CDS	without_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	588106	589062	+				TIGR01212 family radical SAM protein			SPD_RS03060	957		pseudo
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	589046	589603	+							SPD_RS03065	558		old_locus_tag=SPD_0567
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	589046	589603	+	WP_000828435.1	WP_000828435.1		tRNA (mnm(5)s(2)U34)-methyltransferase			SPD_RS03065	558	185	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	589596	589850	+							SPD_RS03070	255		old_locus_tag=SPD_0568
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	589596	589850	+	WP_000361076.1	WP_000361076.1		hypothetical protein			SPD_RS03070	255	84	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	589862	591916	+							SPD_RS03075	2055		old_locus_tag=SPD_0569
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	589862	591916	+	WP_000421637.1	WP_000421637.1		cation:proton antiporter			SPD_RS03075	2055	684	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	592095	592955	+							SPD_RS03080	861		old_locus_tag=SPD_0570
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	592095	592955	+	WP_000759494.1	WP_000759494.1		YihY/virulence factor BrkB family protein			SPD_RS03080	861	286	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	593166	593876	+					ccdA2		SPD_RS03085	711		old_locus_tag=SPD_0571
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	593166	593876	+	WP_000509847.1	WP_000509847.1		thiol-disulfide oxidoreductase-associated membrane protein CcdA2	ccdA2		SPD_RS03085	711	236	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	593896	594462	+							SPD_RS03090	567		old_locus_tag=SPD_0572
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	593896	594462	+	WP_000759279.1	WP_000759279.1		redoxin family protein			SPD_RS03090	567	188	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	594473	595585	+					msrB		SPD_RS03095	1113		old_locus_tag=SPD_0573
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	594473	595585	+	WP_000998307.1	WP_000998307.1		peptide-methionine (R)-S-oxide reductase MsrB	msrB		SPD_RS03095	1113	370	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	595853	596590	+							SPD_RS03105	738		old_locus_tag=SPD_0574
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	595853	596590	+	WP_000222616.1	WP_000222616.1		response regulator transcription factor			SPD_RS03105	738	245	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	596587	598278	+							SPD_RS03110	1692		old_locus_tag=SPD_0575
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	596587	598278	+	WP_000831078.1	WP_000831078.1		cache domain-containing sensor histidine kinase			SPD_RS03110	1692	563	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	598394	598957	+							SPD_RS03115	564		old_locus_tag=SPD_0576
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	598394	598957	+	WP_001006373.1	WP_001006373.1		TIGR01440 family protein			SPD_RS03115	564	187	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	598979	604609	+					zmpB		SPD_RS03120	5631		old_locus_tag=SPD_0577
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	598979	604609	+	WP_000473008.1	WP_000473008.1		zinc metalloprotease ZmpB	zmpB		SPD_RS03120	5631	1876	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	604679	606400	+					pabB		SPD_RS03125	1722		old_locus_tag=SPD_0578
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	604679	606400	+	WP_001812594.1	WP_001812594.1		aminodeoxychorismate synthase component I	pabB		SPD_RS03125	1722	573	
gene	pseudogene	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	606401	606499	+							SPD_RS03130	99		partial;pseudo
CDS	without_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	606401	606499	+				alpha/beta hydrolase			SPD_RS03130	99		partial;pseudo
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	606558	607547	+							SPD_RS03135	990		old_locus_tag=SPD_0579
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	606558	607547	+	WP_001042503.1	WP_001042503.1		N-acetylmuramoyl-L-alanine amidase family protein			SPD_RS03135	990	329	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	607683	608642	+							SPD_RS03140	960		old_locus_tag=SPD_0580
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	607683	608642	+	WP_000078572.1	WP_000078572.1		ROK family glucokinase			SPD_RS03140	960	319	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	608739	609578	+							SPD_RS03145	840		old_locus_tag=SPD_0581
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	608739	609578	+	WP_000158639.1	WP_000158639.1		thymidylate synthase			SPD_RS03145	840	279	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	609626	609796	-							SPD_RS03150	171		old_locus_tag=SPD_0582
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	609626	609796	-	WP_001051780.1	WP_001051780.1		DUF3042 family protein			SPD_RS03150	171	56	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	609917	610801	+					miaA		SPD_RS03155	885		old_locus_tag=SPD_0583
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	609917	610801	+	WP_000850184.1	WP_000850184.1		tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	miaA		SPD_RS03155	885	294	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	610794	612032	+					hflX		SPD_RS03160	1239		old_locus_tag=SPD_0584
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	610794	612032	+	WP_000573197.1	WP_000573197.1		GTPase HflX	hflX		SPD_RS03160	1239	412	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	612025	612648	+							SPD_RS03165	624		old_locus_tag=SPD_0585
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	612025	612648	+	WP_000129689.1	WP_000129689.1		hypothetical protein			SPD_RS03165	624	207	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	612663	613592	+					rnz		SPD_RS03170	930		old_locus_tag=SPD_0586
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	612663	613592	+	WP_000354338.1	WP_000354338.1		ribonuclease Z	rnz		SPD_RS03170	930	309	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	613613	614368	+							SPD_RS03175	756		old_locus_tag=SPD_0587
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	613613	614368	+	WP_001142146.1	WP_001142146.1		SDR family NAD(P)-dependent oxidoreductase			SPD_RS03175	756	251	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	614422	615330	-							SPD_RS03180	909		old_locus_tag=SPD_0588
